_id,timestamp,id,ppm
66aa36a75326799767dc0434,1722431143,0,214
66aa36a75326799767dc0435,1722431143,1,220
66aa36a75326799767dc0436,1722431143,2,222
66aa36a75326799767dc0437,1722431143,3,220
66aa36a75326799767dc0438,1722431143,4,213
66aa36a75326799767dc0439,1722431143,5,215
66aa36a75326799767dc043a,1722431143,6,214
66aa36a75326799767dc043b,1722431143,7,213
66aa36a75326799767dc043c,1722431143,8,213
66aa36a75326799767dc043d,1722431143,9,219
66aa36a75326799767dc043e,1722431143,10,219
66aa36a75326799767dc043f,1722431143,11,220
66aa36a85326799767dc0440,1722431144,12,222
66aa36a85326799767dc0441,1722431144,13,218
66aa36a85326799767dc0442,1722431144,14,221
66aa36a85326799767dc0443,1722431144,15,221
66aa36a85326799767dc0444,1722431144,16,223
66aa36a85326799767dc0445,1722431144,17,221
66aa36a85326799767dc0446,1722431144,18,219
66aa36a85326799767dc0447,1722431144,19,213
66aa36a85326799767dc0448,1722431144,20,219
66aa36a85326799767dc0449,1722431144,21,220
66aa36a85326799767dc044a,1722431144,22,220
66aa36a85326799767dc044b,1722431144,23,217
66aa36a85326799767dc044c,1722431144,24,213
66aa36a85326799767dc044d,1722431144,25,222
66aa36a85326799767dc044e,1722431144,26,213
66aa36a85326799767dc044f,1722431144,27,219
66aa36a85326799767dc0450,1722431144,28,215
66aa36a85326799767dc0451,1722431144,29,216
66aa36a85326799767dc0452,1722431144,30,215
66aa36a85326799767dc0453,1722431144,31,214
66aa36a85326799767dc0454,1722431144,32,223
66aa36a85326799767dc0455,1722431144,33,220
66aa36a85326799767dc0456,1722431144,34,214
66aa36a85326799767dc0457,1722431144,35,223
66aa36a85326799767dc0458,1722431144,36,222
66aa36a85326799767dc0459,1722431144,37,219
66aa36a85326799767dc045a,1722431144,38,215
66aa36a85326799767dc045b,1722431144,39,223
66aa36a85326799767dc045c,1722431144,40,221
66aa36a85326799767dc045d,1722431144,41,224
66aa36a85326799767dc045e,1722431144,42,222
66aa36a85326799767dc045f,1722431144,43,220
66aa36a85326799767dc0460,1722431144,44,221
66aa36a85326799767dc0461,1722431144,45,223
66aa36a85326799767dc0462,1722431144,46,216
66aa36a85326799767dc0463,1722431144,47,214
66aa36a85326799767dc0464,1722431144,48,221
66aa36a85326799767dc0465,1722431144,49,222
66aa36a85326799767dc0466,1722431144,50,217
66aa36a85326799767dc0467,1722431144,51,216
66aa36a85326799767dc0468,1722431144,52,222
66aa36a85326799767dc0469,1722431144,53,217
66aa36a85326799767dc046a,1722431144,54,221
66aa36a85326799767dc046b,1722431144,55,222
66aa36a85326799767dc046c,1722431144,56,213
66aa36a85326799767dc046d,1722431144,57,217
66aa36a85326799767dc046e,1722431144,58,220
66aa36a85326799767dc046f,1722431144,59,219
66aa36a85326799767dc0470,1722431144,60,222
66aa36a85326799767dc0471,1722431144,61,222
66aa36a85326799767dc0472,1722431144,62,215
66aa36a85326799767dc0473,1722431144,63,216
66aa36a85326799767dc0474,1722431144,64,220
66aa36a85326799767dc0475,1722431144,65,217
66aa36a85326799767dc0476,1722431144,66,221
66aa36a85326799767dc0477,1722431144,67,221
66aa36a85326799767dc0478,1722431144,68,216
66aa36a85326799767dc0479,1722431144,69,219
66aa36a85326799767dc047a,1722431144,70,223
66aa36a85326799767dc047b,1722431144,71,223
66aa36a85326799767dc047c,1722431144,72,220
66aa36a85326799767dc047d,1722431144,73,213
66aa36a85326799767dc047e,1722431144,74,224
66aa36a85326799767dc047f,1722431144,75,216
66aa36a85326799767dc0480,1722431144,76,220
66aa36a85326799767dc0481,1722431144,77,222
66aa36a85326799767dc0482,1722431144,78,219
66aa36a85326799767dc0483,1722431144,79,219
66aa36a85326799767dc0484,1722431144,80,218
66aa36a85326799767dc0485,1722431144,81,216
66aa36a85326799767dc0486,1722431144,82,217
66aa36a85326799767dc0487,1722431144,83,222
66aa36a85326799767dc0488,1722431144,84,223
66aa36a85326799767dc0489,1722431144,85,224
66aa36a85326799767dc048a,1722431144,86,219
66aa36a85326799767dc048b,1722431144,87,213
66aa36a85326799767dc048c,1722431144,88,221
66aa36a85326799767dc048d,1722431144,89,219
66aa36a85326799767dc048e,1722431144,90,221
66aa36a85326799767dc048f,1722431144,91,222
66aa36a85326799767dc0490,1722431144,92,218
66aa36a85326799767dc0491,1722431144,93,217
66aa36a85326799767dc0492,1722431144,94,214
66aa36a85326799767dc0493,1722431144,95,223
66aa36a85326799767dc0494,1722431144,96,219
66aa36a85326799767dc0495,1722431144,97,221
66aa36a85326799767dc0496,1722431144,98,219
66aa36a85326799767dc0497,1722431144,99,219
66aa36a85326799767dc0498,1722431144,100,220
66aa36a85326799767dc0499,1722431144,101,218
66aa36a85326799767dc049a,1722431144,102,218
66aa36a85326799767dc049b,1722431144,103,217
66aa36a85326799767dc049c,1722431144,104,221
66aa36a85326799767dc049d,1722431144,105,219
66aa36a85326799767dc049e,1722431144,106,218
66aa36a85326799767dc049f,1722431144,107,222
66aa36a85326799767dc04a0,1722431144,108,224
66aa36a85326799767dc04a1,1722431144,109,216
66aa36a85326799767dc04a2,1722431144,110,223
66aa36a85326799767dc04a3,1722431144,111,221
66aa36a85326799767dc04a4,1722431144,112,220
66aa36a85326799767dc04a5,1722431144,113,218
66aa36a85326799767dc04a6,1722431144,114,218
66aa36a85326799767dc04a7,1722431144,115,215
66aa36a85326799767dc04a8,1722431144,116,214
66aa36a85326799767dc04a9,1722431144,117,213
66aa36a85326799767dc04aa,1722431144,118,222
66aa36a85326799767dc04ab,1722431144,119,221
66aa36a85326799767dc04ac,1722431144,120,214
66aa36a85326799767dc04ad,1722431144,121,224
66aa36a85326799767dc04ae,1722431144,122,217
66aa36a85326799767dc04af,1722431144,123,217
66aa36a85326799767dc04b0,1722431144,124,220
66aa36a85326799767dc04b1,1722431144,125,218
66aa36a85326799767dc04b2,1722431144,126,219
66aa36a85326799767dc04b3,1722431144,127,213
66aa36a85326799767dc04b4,1722431144,128,220
66aa36a85326799767dc04b5,1722431144,129,214
66aa36a85326799767dc04b6,1722431144,130,216
66aa36a85326799767dc04b7,1722431144,131,213
66aa36a85326799767dc04b8,1722431144,132,220
66aa36a85326799767dc04b9,1722431144,133,218
66aa36a85326799767dc04ba,1722431144,134,218
66aa36a85326799767dc04bb,1722431144,135,224
66aa36a85326799767dc04bc,1722431144,136,214
66aa36a85326799767dc04bd,1722431144,137,222
66aa36a85326799767dc04be,1722431144,138,214
66aa36a85326799767dc04bf,1722431144,139,216
66aa36a85326799767dc04c0,1722431144,140,222
66aa36a85326799767dc04c1,1722431144,141,213
66aa36a85326799767dc04c2,1722431144,142,218
66aa36a85326799767dc04c3,1722431144,143,215
66aa36a85326799767dc04c4,1722431144,144,214
66aa36a85326799767dc04c5,1722431144,145,218
66aa36a85326799767dc04c6,1722431144,146,222
66aa36a85326799767dc04c7,1722431144,147,220
66aa36a85326799767dc04c8,1722431144,148,216
66aa36a85326799767dc04c9,1722431144,149,222
66aa36a85326799767dc04ca,1722431144,150,218
66aa36a85326799767dc04cb,1722431144,151,221
66aa36a85326799767dc04cc,1722431144,152,219
66aa36a85326799767dc04cd,1722431144,153,219
66aa36a85326799767dc04ce,1722431144,154,216
66aa36a85326799767dc04cf,1722431144,155,220
66aa36a85326799767dc04d0,1722431144,156,220
66aa36a85326799767dc04d1,1722431144,157,224
